algorithm,day,waitlist_before,patients_resolved,new_requests,waitlist_after,satisfaction_rate,cycles_found,avg_cycle_length,max_cycle_length
Exact Priority,132,27066,910,1000,27156,0.033622,441,2.2358,4
Exact Priority,133,27156,870,1000,27286,0.032037,435,2.1931,4
Exact Priority,134,27286,908,1000,27378,0.033277,444,2.2703,5
Exact Priority,135,27378,911,1000,27467,0.033275,451,2.2106,4
Exact Priority,136,27467,898,1000,27569,0.032694,438,2.1826,4
Exact Priority,137,27569,826,1000,27743,0.029961,394,2.2487,4
Exact Priority,138,27743,835,1000,27908,0.030098,406,2.2389,4
Exact Priority,139,27908,875,1000,28033,0.031353,428,2.2547,4
Exact Priority,140,28033,808,1000,28225,0.028823,402,2.2438,4
Exact Priority,141,28225,894,1000,28331,0.031674,449,2.1915,4
Exact Priority,142,28331,880,1000,28451,0.031061,434,2.2903,4
Exact Priority,143,28451,951,1000,28500,0.033426,486,2.2078,4
Exact Priority,144,28500,874,1000,28626,0.030667,430,2.2419,5
Exact Priority,145,28626,904,1000,28722,0.031580,438,2.2511,5
Exact Priority,146,28722,851,1000,28871,0.029629,401,2.2768,4
Exact Priority,147,28871,847,1000,29024,0.029337,392,2.2423,4
Exact Priority,148,29024,945,1000,29079,0.032559,474,2.2215,4
Exact Priority,149,29079,880,1000,29199,0.030262,439,2.2187,4
Exact Priority,150,29199,950,1000,29249,0.032535,481,2.2328,5
Exact Priority,151,29249,859,1000,29390,0.029369,403,2.2506,4
Exact Priority,152,29390,900,1000,29490,0.030623,436,2.2385,4
Exact Priority,153,29490,904,1000,29586,0.030654,457,2.2144,4
Exact Priority,154,29586,892,1000,29694,0.030149,440,2.2545,4
Exact Priority,155,29694,915,1000,29779,0.030814,443,2.2551,4
Exact Priority,156,29779,912,1000,29867,0.030626,445,2.2517,4
Exact Priority,157,29867,878,1000,29989,0.029397,427,2.1780,4
Exact Priority,158,29989,849,1000,30140,0.028310,423,2.2104,4
Exact Priority,159,30140,892,1000,30248,0.029595,442,2.2172,4
Exact Priority,160,30248,862,1000,30386,0.028498,415,2.2265,4
Exact Priority,161,30386,875,1000,30511,0.028796,421,2.2447,4
Exact Priority,162,30511,895,1000,30616,0.029334,443,2.1919,4
Exact Priority,163,30616,879,1000,30737,0.028710,424,2.2099,5
Exact Priority,164,30737,910,1000,30827,0.029606,440,2.2318,5
Exact Priority,165,30827,895,1000,30932,0.029033,438,2.2032,4
Exact Priority,166,30932,954,1000,30978,0.030842,462,2.2944,4
Exact Priority,167,30978,924,1000,31054,0.029828,450,2.2267,5
Exact Priority,168,31054,877,1000,31177,0.028241,420,2.2214,4
Exact Priority,169,31177,899,1000,31278,0.028835,441,2.2063,4
Exact Priority,170,31278,885,1000,31393,0.028295,424,2.2571,4
Exact Priority,171,31393,927,1000,31466,0.029529,458,2.2031,4
Exact Priority,172,31466,869,1000,31597,0.027617,423,2.2388,5
Exact Priority,173,31597,937,1000,31660,0.029655,440,2.2750,5
Exact Priority,174,31660,940,1000,31720,0.029690,458,2.2096,4
Exact Priority,175,31720,916,1000,31804,0.028878,446,2.2601,4
Exact Priority,176,31804,863,1000,31941,0.027135,419,2.2506,4
Exact Priority,177,31941,935,1000,32006,0.029273,450,2.2733,5
Exact Priority,178,32006,937,1000,32069,0.029276,450,2.2067,4
Exact Priority,179,32069,874,1000,32195,0.027254,424,2.2028,4
Exact Priority,180,32195,920,1000,32275,0.028576,450,2.2178,4
Exact Priority,181,32275,911,1000,32364,0.028226,453,2.1788,4
Exact Priority,182,32364,890,1000,32474,0.027500,426,2.2066,4
Exact Priority,183,32474,944,1000,32530,0.029069,457,2.2013,4
Exact Priority,184,32530,920,1000,32610,0.028282,447,2.2461,4
Exact Priority,185,32610,849,1000,32761,0.026035,412,2.2597,5
Exact Priority,186,32761,864,1000,32897,0.026373,422,2.2133,4
Exact Priority,187,32897,849,1000,33048,0.025808,402,2.2662,4
Exact Priority,188,33048,901,1000,33147,0.027263,435,2.2322,4
Exact Priority,189,33147,989,1000,33158,0.029837,491,2.2424,5
Exact Priority,190,33158,942,1000,33216,0.028409,460,2.2043,5
Exact Priority,191,33216,885,1000,33331,0.026644,434,2.1912,5
Exact Priority,192,33331,904,1000,33427,0.027122,460,2.2087,4
Exact Priority,193,33427,917,1000,33510,0.027433,437,2.2494,4
Exact Priority,194,33510,940,1000,33570,0.028051,478,2.1841,4
Exact Priority,195,33570,968,1000,33602,0.028835,496,2.2016,4
Exact Priority,196,33602,890,1000,33712,0.026487,426,2.2488,5
Exact Priority,197,33712,958,1000,33754,0.028417,475,2.2063,4
Exact Priority,198,33754,937,1000,33817,0.027760,455,2.2000,4
Exact Priority,199,33817,918,1000,33899,0.027146,440,2.2318,4
Exact Priority,200,33899,941,1000,33958,0.027759,458,2.2249,4
Exact Priority,201,33958,967,1000,33991,0.028476,484,2.2293,4
Exact Priority,202,33991,940,1000,34051,0.027654,462,2.2078,4
Exact Priority,203,34051,892,1000,34159,0.026196,434,2.2028,4
Exact Priority,204,34159,945,1000,34214,0.027665,468,2.2842,4
Exact Priority,205,34214,962,1000,34252,0.028117,465,2.2065,4
Exact Priority,206,34252,961,1000,34291,0.028057,487,2.2279,4
Exact Priority,207,34291,948,1000,34343,0.027646,475,2.2147,4
Exact Priority,208,34343,947,1000,34396,0.027575,470,2.2106,5
Exact Priority,209,34396,948,1000,34448,0.027561,474,2.2532,4
Exact Priority,210,34448,940,1000,34508,0.027288,469,2.2431,4
Exact Priority,211,34508,1015,1000,34493,0.029413,494,2.2368,5
Exact Priority,212,34493,951,1000,34542,0.027571,472,2.2225,4
Exact Priority,213,34542,958,1000,34584,0.027734,487,2.1684,4
Exact Priority,214,34584,956,1000,34628,0.027643,464,2.2069,4
Exact Priority,215,34628,878,1000,34750,0.025355,428,2.2103,4
Exact Priority,216,34750,959,1000,34791,0.027597,488,2.1783,4
Exact Priority,217,34791,899,1000,34892,0.025840,429,2.2401,4
Exact Priority,218,34892,848,1000,35044,0.024304,397,2.2368,4
Exact Priority,219,35044,916,1000,35128,0.026139,464,2.1897,4
Exact Priority,220,35128,929,1000,35199,0.026446,461,2.1931,4
Exact Priority,221,35199,1010,1000,35189,0.028694,515,2.1748,4
Exact Priority,222,35189,957,1000,35232,0.027196,469,2.2239,4
Exact Priority,223,35232,913,1000,35319,0.025914,446,2.2623,4
Exact Priority,224,35319,944,1000,35375,0.026728,479,2.1169,4
Exact Priority,225,35375,872,1000,35503,0.024650,411,2.2482,4
Exact Priority,226,35503,919,1000,35584,0.025885,450,2.2289,4
Exact Priority,227,35584,1024,1000,35560,0.028777,529,2.2193,4
Exact Priority,228,35560,940,1000,35620,0.026434,462,2.2511,4
Exact Priority,229,35620,930,1000,35690,0.026109,455,2.1934,4
Exact Priority,230,35690,894,1000,35796,0.025049,439,2.2460,4
Exact Priority,231,35796,978,1000,35818,0.027321,491,2.2688,5
Exact Priority,232,35818,887,1000,35931,0.024764,436,2.2454,4
Exact Priority,233,35931,920,1000,36011,0.025605,445,2.2921,5
Exact Priority,234,36011,943,1000,36068,0.026186,468,2.2115,4
Exact Priority,235,36068,970,1000,36098,0.026894,477,2.2138,4
Exact Priority,236,36098,922,1000,36176,0.025542,458,2.2576,4
Exact Priority,237,36176,908,1000,36268,0.025100,435,2.2897,4
Exact Priority,238,36268,902,1000,36366,0.024870,431,2.2181,4
Exact Priority,239,36366,938,1000,36428,0.025793,461,2.2256,4
Exact Priority,240,36428,937,1000,36491,0.025722,465,2.2215,4
Exact Priority,241,36491,868,1000,36623,0.023787,420,2.2143,4
Exact Priority,242,36623,958,1000,36665,0.026158,470,2.2298,4
Exact Priority,243,36665,966,1000,36699,0.026347,502,2.2550,4
Exact Priority,244,36699,942,1000,36757,0.025668,471,2.2166,4
Exact Priority,245,36757,965,1000,36792,0.026254,469,2.2154,4
Exact Priority,246,36792,953,1000,36839,0.025902,469,2.2281,4
Exact Priority,247,36839,895,1000,36944,0.024295,437,2.2357,3
Exact Priority,248,36944,940,1000,37004,0.025444,467,2.2056,4
Exact Priority,249,37004,1047,1000,36957,0.028294,530,2.2057,4
Exact Priority,250,36957,962,1000,36995,0.026030,484,2.1488,4
Exact Priority,251,36995,1002,1000,36993,0.027085,487,2.2136,4
Exact Priority,252,36993,880,1000,37113,0.023788,421,2.2518,4
Exact Priority,253,37113,1003,1000,37110,0.027026,494,2.1964,5
Exact Priority,254,37110,966,1000,37144,0.026031,487,2.2382,4
Exact Priority,255,37144,907,1000,37237,0.024418,438,2.2443,4
Exact Priority,256,37237,966,1000,37271,0.025942,490,2.1918,4
Exact Priority,257,37271,886,1000,37385,0.023772,440,2.2182,4
Exact Priority,258,37385,925,1000,37460,0.024743,448,2.1853,4
Exact Priority,259,37460,934,1000,37526,0.024933,447,2.2371,4
Exact Priority,260,37526,912,1000,37614,0.024303,448,2.2143,4
Exact Priority,261,37614,923,1000,37691,0.024539,449,2.2294,4
Exact Priority,262,37691,883,1000,37808,0.023427,415,2.2337,4
Exact Priority,263,37808,975,1000,37833,0.025788,487,2.2567,4
Exact Priority,264,37833,1016,1000,37817,0.026855,522,2.1609,4
Exact Priority,265,37817,949,1000,37868,0.025095,473,2.2431,4
Exact Priority,266,37868,942,1000,37926,0.024876,462,2.2165,4
Exact Priority,267,37926,970,1000,37956,0.025576,477,2.2138,4
Exact Priority,268,37956,917,1000,38039,0.024160,453,2.2185,4
Exact Priority,269,38039,997,1000,38042,0.026210,488,2.2193,4
Exact Priority,270,38042,999,1000,38043,0.026260,490,2.2102,4
Exact Priority,271,38043,967,1000,38076,0.025419,480,2.1938,4
Exact Priority,272,38076,944,1000,38132,0.024793,460,2.2000,4
Exact Priority,273,38132,920,1000,38212,0.024127,458,2.1441,4
Exact Priority,274,38212,1031,1000,38181,0.026981,530,2.1943,4
Exact Priority,275,38181,921,1000,38260,0.024122,448,2.2612,4
Exact Priority,276,38260,925,1000,38335,0.024177,453,2.1965,4
Exact Priority,277,38335,894,1000,38441,0.023321,440,2.2227,4
Exact Priority,278,38441,964,1000,38477,0.025077,466,2.2403,4
Exact Priority,279,38477,931,1000,38546,0.024196,450,2.2333,4
Exact Priority,280,38546,906,1000,38640,0.023504,441,2.1905,4
Exact Priority,281,38640,869,1000,38771,0.022490,390,2.3256,4
Exact Priority,282,38771,923,1000,38848,0.023806,441,2.2245,5
Exact Priority,283,38848,912,1000,38936,0.023476,460,2.2000,4
Exact Priority,284,38936,944,1000,38992,0.024245,463,2.2203,4
Exact Priority,285,38992,925,1000,39067,0.023723,445,2.2270,4
Exact Priority,286,39067,893,1000,39174,0.022858,425,2.2988,5
Exact Priority,287,39174,909,1000,39265,0.023204,436,2.2317,4
Exact Priority,288,39265,932,1000,39333,0.023736,450,2.2089,4
Exact Priority,289,39333,926,1000,39407,0.023543,455,2.2198,4
Exact Priority,290,39407,920,1000,39487,0.023346,453,2.2870,4
Exact Priority,291,39487,972,1000,39515,0.024616,499,2.2084,4
Exact Priority,292,39515,976,1000,39539,0.024699,474,2.2025,4
Exact Priority,293,39539,982,1000,39557,0.024836,506,2.1700,4
Exact Priority,294,39557,955,1000,39602,0.024142,474,2.1962,4
Exact Priority,295,39602,895,1000,39707,0.022600,433,2.2979,4
Exact Priority,296,39707,972,1000,39735,0.024479,480,2.2458,4
Exact Priority,297,39735,886,1000,39849,0.022298,422,2.2322,4
Exact Priority,298,39849,938,1000,39911,0.023539,465,2.2022,4
Exact Priority,299,39911,987,1000,39924,0.024730,500,2.2140,4
Exact Priority,300,39924,940,1000,39984,0.023545,471,2.1911,4
Exact Priority,301,39984,984,1000,40000,0.024610,496,2.2379,4
Exact Priority,302,40000,932,1000,40068,0.023300,444,2.2387,4
Exact Priority,303,40068,894,1000,40174,0.022312,429,2.2378,4
Exact Priority,304,40174,925,1000,40249,0.023025,459,2.2244,4
Exact Priority,305,40249,970,1000,40279,0.024100,476,2.1639,4
Exact Priority,306,40279,882,1000,40397,0.021897,418,2.2392,4
Exact Priority,307,40397,922,1000,40475,0.022823,442,2.2081,3
Exact Priority,308,40475,939,1000,40536,0.023200,456,2.2610,4
Exact Priority,309,40536,917,1000,40619,0.022622,471,2.2442,4
Exact Priority,310,40619,972,1000,40647,0.023930,492,2.2073,4
Exact Priority,311,40647,1005,1000,40642,0.024725,512,2.2012,4
Exact Priority,312,40642,969,1000,40673,0.023842,476,2.2332,4
Exact Priority,313,40673,850,1000,40823,0.020898,406,2.2315,4
Exact Priority,314,40823,969,1000,40854,0.023737,489,2.1656,4
Exact Priority,315,40854,958,1000,40896,0.023449,469,2.2345,4
Exact Priority,316,40896,1000,1000,40896,0.024452,502,2.2072,4
Exact Priority,317,40896,1011,1000,40885,0.024721,512,2.2090,4
Exact Priority,318,40885,990,1000,40895,0.024214,493,2.2069,4
Exact Priority,319,40895,950,1000,40945,0.023230,481,2.1788,4
Exact Priority,320,40945,971,1000,40974,0.023715,473,2.2474,4
Exact Priority,321,40974,960,1000,41014,0.023429,473,2.2537,4
Exact Priority,322,41014,939,1000,41075,0.022895,463,2.2397,4
Exact Priority,323,41075,958,1000,41117,0.023323,461,2.2343,4
Exact Priority,324,41117,968,1000,41149,0.023543,488,2.1721,4
Exact Priority,325,41149,1000,1000,41149,0.024302,511,2.2740,4
Exact Priority,326,41149,987,1000,41162,0.023986,489,2.2106,5
Exact Priority,327,41162,1012,1000,41150,0.024586,517,2.2437,4
Exact Priority,328,41150,982,1000,41168,0.023864,480,2.2250,4
Exact Priority,329,41168,922,1000,41246,0.022396,453,2.2472,5
Exact Priority,330,41246,866,1000,41380,0.020996,417,2.1918,4
Exact Priority,331,41380,994,1000,41386,0.024021,497,2.1730,4
Exact Priority,332,41386,899,1000,41487,0.021722,421,2.2304,5
Exact Priority,333,41487,1028,1000,41459,0.024779,518,2.1660,4
Exact Priority,334,41459,881,1000,41578,0.021250,420,2.2405,5
Exact Priority,335,41578,963,1000,41615,0.023161,467,2.1949,4
Exact Priority,336,41615,1006,1000,41609,0.024174,501,2.2156,5
Exact Priority,337,41609,982,1000,41627,0.023601,499,2.2084,4
Exact Priority,338,41627,971,1000,41656,0.023326,481,2.2225,4
Exact Priority,339,41656,1016,1000,41640,0.024390,513,2.2066,4
Exact Priority,340,41640,950,1000,41690,0.022815,465,2.1849,4
Exact Priority,341,41690,946,1000,41744,0.022691,466,2.1717,4
Exact Priority,342,41744,1011,1000,41733,0.024219,506,2.1798,4
Exact Priority,343,41733,956,1000,41777,0.022908,451,2.2483,4
Exact Priority,344,41777,972,1000,41805,0.023266,497,2.2173,4
Exact Priority,345,41805,950,1000,41855,0.022725,463,2.2462,4
Exact Priority,346,41855,963,1000,41892,0.023008,475,2.2000,4
Exact Priority,347,41892,985,1000,41907,0.023513,502,2.1773,3
Exact Priority,348,41907,980,1000,41927,0.023385,499,2.2084,4
Exact Priority,349,41927,882,1000,42045,0.021037,419,2.1862,4
Exact Priority,350,42045,961,1000,42084,0.022856,475,2.2295,4
Exact Priority,351,42084,972,1000,42112,0.023097,478,2.2050,4
Exact Priority,352,42112,977,1000,42135,0.023200,484,2.2087,4
Exact Priority,353,42135,899,1000,42236,0.021336,436,2.2225,5
Exact Priority,354,42236,983,1000,42253,0.023274,499,2.2144,4
Exact Priority,355,42253,933,1000,42320,0.022081,437,2.2311,4
Exact Priority,356,42320,939,1000,42381,0.022188,449,2.2160,4
Exact Priority,357,42381,967,1000,42414,0.022817,465,2.2086,4
Exact Priority,358,42414,955,1000,42459,0.022516,468,2.2415,5
Exact Priority,359,42459,1009,1000,42450,0.023764,503,2.2366,4
Exact Priority,360,42450,900,1000,42550,0.021201,447,2.1924,4
