algorithm,day,waitlist_before,patients_resolved,new_requests,waitlist_after,satisfaction_rate,cycles_found,avg_cycle_length,max_cycle_length
Greedy DFS,64,15728,852,1000,15876,0.054171,14,60.8571,122
Greedy DFS,65,15876,893,1000,15983,0.056248,13,68.6923,275
Greedy DFS,66,15983,892,1000,16091,0.055809,15,59.4667,194
Greedy DFS,67,16091,861,1000,16230,0.053508,16,53.8125,200
Greedy DFS,68,16230,896,1000,16334,0.055206,13,68.9231,178
Greedy DFS,69,16334,841,1000,16493,0.051488,12,70.0833,148
Greedy DFS,70,16493,889,1000,16604,0.053902,15,59.2667,217
Greedy DFS,71,16604,853,1000,16751,0.051373,14,60.9286,203
Greedy DFS,72,16751,887,1000,16864,0.052952,14,63.3571,212
Greedy DFS,73,16864,912,1000,16952,0.054080,17,53.6471,257
Greedy DFS,74,16952,829,1000,17123,0.048903,13,63.7692,206
Greedy DFS,75,17123,858,1000,17265,0.050108,14,61.2857,179
Greedy DFS,76,17265,859,1000,17406,0.049754,15,57.2667,184
Greedy DFS,77,17406,951,1000,17455,0.054636,16,59.4375,216
Greedy DFS,78,17455,861,1000,17594,0.049327,17,50.6471,205
Greedy DFS,79,17594,819,1000,17775,0.046550,13,63.0000,171
Greedy DFS,80,17775,862,1000,17913,0.048495,11,78.3636,261
Greedy DFS,81,17913,903,1000,18010,0.050410,16,56.4375,196
Greedy DFS,82,18010,902,1000,18108,0.050083,16,56.3750,206
Greedy DFS,83,18108,907,1000,18201,0.050088,13,69.7692,198
Greedy DFS,84,18201,827,1000,18374,0.045437,14,59.0714,150
Greedy DFS,85,18374,835,1000,18539,0.045445,15,55.6667,155
Greedy DFS,86,18539,898,1000,18641,0.048438,16,56.1250,225
Greedy DFS,87,18641,798,1000,18843,0.042809,13,61.3846,148
Greedy DFS,88,18843,916,1000,18927,0.048612,13,70.4615,189
Greedy DFS,89,18927,907,1000,19020,0.047921,13,69.7692,208
Greedy DFS,90,19020,886,1000,19134,0.046583,17,52.1176,170
Greedy DFS,91,19134,853,1000,19281,0.044580,16,53.3125,166
Greedy DFS,92,19281,873,1000,19408,0.045278,17,51.3529,178
Greedy DFS,93,19408,901,1000,19507,0.046424,11,81.9091,226
Greedy DFS,94,19507,833,1000,19674,0.042703,15,55.5333,133
Greedy DFS,95,19674,867,1000,19807,0.044068,13,66.6923,155
Greedy DFS,96,19807,936,1000,19871,0.047256,15,62.4000,181
Greedy DFS,97,19871,888,1000,19983,0.044688,12,74.0000,261
Greedy DFS,98,19983,863,1000,20120,0.043187,19,45.4211,153
Greedy DFS,99,20120,816,1000,20304,0.040557,15,54.4000,161
Greedy DFS,100,20304,930,1000,20374,0.045804,17,54.7059,168
Greedy DFS,101,20374,867,1000,20507,0.042554,18,48.1667,217
Greedy DFS,102,20507,900,1000,20607,0.043887,19,47.3684,154
Greedy DFS,103,20607,918,1000,20689,0.044548,15,61.2000,168
Greedy DFS,104,20689,886,1000,20803,0.042825,15,59.0667,142
Greedy DFS,105,20803,926,1000,20877,0.044513,16,57.8750,189
Greedy DFS,106,20877,865,1000,21012,0.041433,13,66.5385,164
Greedy DFS,107,21012,893,1000,21119,0.042500,19,47.0000,127
Greedy DFS,108,21119,926,1000,21193,0.043847,17,54.4706,177
Greedy DFS,109,21193,858,1000,21335,0.040485,16,53.6250,239
Greedy DFS,110,21335,922,1000,21413,0.043215,18,51.2222,228
Greedy DFS,111,21413,864,1000,21549,0.040349,14,61.7143,139
Greedy DFS,112,21549,878,1000,21671,0.040744,14,62.7143,183
Greedy DFS,113,21671,869,1000,21802,0.040100,16,54.3125,184
Greedy DFS,114,21802,933,1000,21869,0.042794,17,54.8824,204
Greedy DFS,115,21869,919,1000,21950,0.042023,16,57.4375,154
Greedy DFS,116,21950,884,1000,22066,0.040273,14,63.1429,142
Greedy DFS,117,22066,883,1000,22183,0.040016,14,63.0714,176
Greedy DFS,118,22183,844,1000,22339,0.038047,14,60.2857,178
Greedy DFS,119,22339,873,1000,22466,0.039080,15,58.2000,207
Greedy DFS,120,22466,929,1000,22537,0.041351,12,77.4167,244
Greedy DFS,121,22537,929,1000,22608,0.041221,17,54.6471,145
Greedy DFS,122,22608,905,1000,22703,0.040030,14,64.6429,233
Greedy DFS,123,22703,823,1000,22880,0.036251,13,63.3077,209
Greedy DFS,124,22880,897,1000,22983,0.039205,13,69.0000,266
Greedy DFS,125,22983,901,1000,23082,0.039203,15,60.0667,226
Greedy DFS,126,23082,854,1000,23228,0.036999,19,44.9474,233
Greedy DFS,127,23228,855,1000,23373,0.036809,15,57.0000,179
Greedy DFS,128,23373,889,1000,23484,0.038035,12,74.0833,129
Greedy DFS,129,23484,878,1000,23606,0.037387,13,67.5385,151
Greedy DFS,130,23606,944,1000,23662,0.039990,12,78.6667,163
Greedy DFS,131,23662,917,1000,23745,0.038754,14,65.5000,197
Greedy DFS,132,23745,890,1000,23855,0.037482,14,63.5714,148
Greedy DFS,133,23855,923,1000,23932,0.038692,15,61.5333,173
Greedy DFS,134,23932,865,1000,24067,0.036144,15,57.6667,262
Greedy DFS,135,24067,918,1000,24149,0.038144,16,57.3750,165
Greedy DFS,136,24149,875,1000,24274,0.036233,14,62.5000,209
Greedy DFS,137,24274,876,1000,24398,0.036088,14,62.5714,197
Greedy DFS,138,24398,904,1000,24494,0.037052,15,60.2667,142
Greedy DFS,139,24494,886,1000,24608,0.036172,18,49.2222,182
Greedy DFS,140,24608,888,1000,24720,0.036086,16,55.5000,242
Greedy DFS,141,24720,959,1000,24761,0.038794,17,56.4118,164
Greedy DFS,142,24761,865,1000,24896,0.034934,16,54.0625,168
Greedy DFS,143,24896,896,1000,25000,0.035990,14,64.0000,160
Greedy DFS,144,25000,961,1000,25039,0.038440,17,56.5294,178
Greedy DFS,145,25039,890,1000,25149,0.035545,20,44.5000,144
Greedy DFS,146,25149,886,1000,25263,0.035230,14,63.2857,191
Greedy DFS,147,25263,894,1000,25369,0.035388,15,59.6000,204
Greedy DFS,148,25369,866,1000,25503,0.034136,16,54.1250,114
Greedy DFS,149,25503,910,1000,25593,0.035682,13,70.0000,165
Greedy DFS,150,25593,941,1000,25652,0.036768,14,67.2143,160
Greedy DFS,151,25652,961,1000,25691,0.037463,17,56.5294,191
Greedy DFS,152,25691,855,1000,25836,0.033280,16,53.4375,241
Greedy DFS,153,25836,943,1000,25893,0.036499,16,58.9375,158
Greedy DFS,154,25893,892,1000,26001,0.034449,17,52.4706,143
Greedy DFS,155,26001,922,1000,26079,0.035460,17,54.2353,180
Greedy DFS,156,26079,879,1000,26200,0.033705,14,62.7857,239
Greedy DFS,157,26200,945,1000,26255,0.036069,16,59.0625,168
Greedy DFS,158,26255,964,1000,26291,0.036717,15,64.2667,190
Greedy DFS,159,26291,909,1000,26382,0.034575,15,60.6000,169
Greedy DFS,160,26382,888,1000,26494,0.033659,13,68.3077,283
Greedy DFS,161,26494,921,1000,26573,0.034763,18,51.1667,133
Greedy DFS,162,26573,849,1000,26724,0.031950,15,56.6000,256
Greedy DFS,163,26724,923,1000,26801,0.034538,12,76.9167,189
Greedy DFS,164,26801,864,1000,26937,0.032238,15,57.6000,165
Greedy DFS,165,26937,876,1000,27061,0.032520,15,58.4000,148
Greedy DFS,166,27061,936,1000,27125,0.034589,15,62.4000,160
Greedy DFS,167,27125,874,1000,27251,0.032221,14,62.4286,138
Greedy DFS,168,27251,919,1000,27332,0.033724,16,57.4375,138
Greedy DFS,169,27332,918,1000,27414,0.033587,16,57.3750,134
Greedy DFS,170,27414,925,1000,27489,0.033742,14,66.0714,265
Greedy DFS,171,27489,875,1000,27614,0.031831,16,54.6875,223
Greedy DFS,172,27614,917,1000,27697,0.033208,18,50.9444,138
Greedy DFS,173,27697,964,1000,27733,0.034805,13,74.1538,172
Greedy DFS,174,27733,874,1000,27859,0.031515,16,54.6250,112
Greedy DFS,175,27859,935,1000,27924,0.033562,18,51.9444,144
Greedy DFS,176,27924,918,1000,28006,0.032875,13,70.6154,152
Greedy DFS,177,28006,948,1000,28058,0.033850,17,55.7647,164
Greedy DFS,178,28058,901,1000,28157,0.032112,16,56.3125,146
Greedy DFS,179,28157,951,1000,28206,0.033775,17,55.9412,148
Greedy DFS,180,28206,868,1000,28338,0.030774,17,51.0588,150
Greedy DFS,181,28338,894,1000,28444,0.031548,13,68.7692,160
Greedy DFS,182,28444,938,1000,28506,0.032977,17,55.1765,138
Greedy DFS,183,28506,898,1000,28608,0.031502,17,52.8235,178
Greedy DFS,184,28608,918,1000,28690,0.032089,13,70.6154,152
Greedy DFS,185,28690,927,1000,28763,0.032311,17,54.5294,240
Greedy DFS,186,28763,891,1000,28872,0.030977,16,55.6875,143
Greedy DFS,187,28872,989,1000,28883,0.034255,17,58.1765,174
Greedy DFS,188,28883,947,1000,28936,0.032787,17,55.7059,130
Greedy DFS,189,28936,928,1000,29008,0.032071,14,66.2857,162
Greedy DFS,190,29008,925,1000,29083,0.031888,16,57.8125,138
Greedy DFS,191,29083,892,1000,29191,0.030671,15,59.4667,168
Greedy DFS,192,29191,958,1000,29233,0.032818,19,50.4211,142
Greedy DFS,193,29233,906,1000,29327,0.030992,20,45.3000,110
Greedy DFS,194,29327,915,1000,29412,0.031200,15,61.0000,199
Greedy DFS,195,29412,916,1000,29496,0.031144,19,48.2105,118
Greedy DFS,196,29496,938,1000,29558,0.031801,16,58.6250,122
Greedy DFS,197,29558,965,1000,29593,0.032648,17,56.7647,132
Greedy DFS,198,29593,899,1000,29694,0.030379,16,56.1875,142
Greedy DFS,199,29694,974,1000,29720,0.032801,17,57.2941,152
Greedy DFS,200,29720,885,1000,29835,0.029778,14,63.2143,164
Greedy DFS,201,29835,897,1000,29938,0.030065,19,47.2105,140
Greedy DFS,202,29938,951,1000,29987,0.031766,16,59.4375,156
Greedy DFS,203,29987,945,1000,30042,0.031514,19,49.7368,150
Greedy DFS,204,30042,897,1000,30145,0.029858,16,56.0625,172
Greedy DFS,205,30145,934,1000,30211,0.030984,14,66.7143,129
Greedy DFS,206,30211,945,1000,30266,0.031280,17,55.5882,148
Greedy DFS,207,30266,853,1000,30413,0.028183,19,44.8947,140
Greedy DFS,208,30413,922,1000,30491,0.030316,16,57.6250,170
Greedy DFS,209,30491,922,1000,30569,0.030238,20,46.1000,124
Greedy DFS,210,30569,929,1000,30640,0.030390,19,48.8947,146
Greedy DFS,211,30640,907,1000,30733,0.029602,19,47.7368,106
Greedy DFS,212,30733,902,1000,30831,0.029350,15,60.1333,200
Greedy DFS,213,30831,980,1000,30851,0.031786,16,61.2500,144
Greedy DFS,214,30851,987,1000,30864,0.031992,17,58.0588,183
Greedy DFS,215,30864,968,1000,30896,0.031363,15,64.5333,209
Greedy DFS,216,30896,919,1000,30977,0.029745,15,61.2667,140
Greedy DFS,217,30977,961,1000,31016,0.031023,17,56.5294,187
Greedy DFS,218,31016,939,1000,31077,0.030275,17,55.2353,137
Greedy DFS,219,31077,937,1000,31140,0.030151,16,58.5625,160
Greedy DFS,220,31140,962,1000,31178,0.030893,20,48.1000,116
Greedy DFS,221,31178,960,1000,31218,0.030791,19,50.5263,174
Greedy DFS,222,31218,911,1000,31307,0.029182,16,56.9375,154
Greedy DFS,223,31307,919,1000,31388,0.029354,16,57.4375,190
Greedy DFS,224,31388,965,1000,31423,0.030744,13,74.2308,204
Greedy DFS,225,31423,934,1000,31489,0.029723,19,49.1579,122
Greedy DFS,226,31489,981,1000,31508,0.031154,16,61.3125,208
Greedy DFS,227,31508,997,1000,31511,0.031643,13,76.6923,172
Greedy DFS,228,31511,944,1000,31567,0.029958,20,47.2000,154
Greedy DFS,229,31567,970,1000,31597,0.030728,16,60.6250,166
Greedy DFS,230,31597,923,1000,31674,0.029212,16,57.6875,161
Greedy DFS,231,31674,921,1000,31753,0.029077,12,76.7500,168
Greedy DFS,232,31753,953,1000,31800,0.030013,19,50.1579,154
Greedy DFS,233,31800,951,1000,31849,0.029906,19,50.0526,160
Greedy DFS,234,31849,939,1000,31910,0.029483,14,67.0714,186
Greedy DFS,235,31910,931,1000,31979,0.029176,16,58.1875,236
Greedy DFS,236,31979,917,1000,32062,0.028675,18,50.9444,142
Greedy DFS,237,32062,923,1000,32139,0.028788,19,48.5789,152
Greedy DFS,238,32139,989,1000,32150,0.030773,18,54.9444,173
Greedy DFS,239,32150,934,1000,32216,0.029051,17,54.9412,168
Greedy DFS,240,32216,907,1000,32309,0.028154,18,50.3889,152
Greedy DFS,241,32309,950,1000,32359,0.029404,21,45.2381,158
Greedy DFS,242,32359,909,1000,32450,0.028091,19,47.8421,140
Greedy DFS,243,32450,937,1000,32513,0.028875,19,49.3158,144
Greedy DFS,244,32513,912,1000,32601,0.028050,19,48.0000,126
Greedy DFS,245,32601,902,1000,32699,0.027668,13,69.3846,210
Greedy DFS,246,32699,915,1000,32784,0.027983,17,53.8235,140
Greedy DFS,247,32784,987,1000,32797,0.030106,16,61.6875,158
Greedy DFS,248,32797,987,1000,32810,0.030094,19,51.9474,116
Greedy DFS,249,32810,865,1000,32945,0.026364,18,48.0556,132
Greedy DFS,250,32945,878,1000,33067,0.026650,16,54.8750,216
Greedy DFS,251,33067,952,1000,33115,0.028790,15,63.4667,148
Greedy DFS,252,33115,1003,1000,33112,0.030288,17,59.0000,160
Greedy DFS,253,33112,959,1000,33153,0.028962,22,43.5909,142
Greedy DFS,254,33153,932,1000,33221,0.028112,15,62.1333,172
Greedy DFS,255,33221,894,1000,33327,0.026911,18,49.6667,129
Greedy DFS,256,33327,903,1000,33424,0.027095,16,56.4375,158
Greedy DFS,257,33424,907,1000,33517,0.027136,16,56.6875,144
Greedy DFS,258,33517,956,1000,33561,0.028523,15,63.7333,202
Greedy DFS,259,33561,888,1000,33673,0.026459,16,55.5000,142
Greedy DFS,260,33673,931,1000,33742,0.027648,14,66.5000,152
Greedy DFS,261,33742,897,1000,33845,0.026584,18,49.8333,122
Greedy DFS,262,33845,967,1000,33878,0.028571,16,60.4375,160
Greedy DFS,263,33878,942,1000,33936,0.027806,17,55.4118,156
Greedy DFS,264,33936,948,1000,33988,0.027935,21,45.1429,118
Greedy DFS,265,33988,937,1000,34051,0.027569,22,42.5909,162
Greedy DFS,266,34051,953,1000,34098,0.027987,16,59.5625,178
Greedy DFS,267,34098,986,1000,34112,0.028917,16,61.6250,128
Greedy DFS,268,34112,944,1000,34168,0.027674,17,55.5294,174
Greedy DFS,269,34168,932,1000,34236,0.027277,21,44.3810,144
Greedy DFS,270,34236,968,1000,34268,0.028274,15,64.5333,192
Greedy DFS,271,34268,952,1000,34316,0.027781,20,47.6000,144
Greedy DFS,272,34316,896,1000,34420,0.026110,15,59.7333,148
Greedy DFS,273,34420,956,1000,34464,0.027775,18,53.1111,114
Greedy DFS,274,34464,1001,1000,34463,0.029045,22,45.5000,178
Greedy DFS,275,34463,1007,1000,34456,0.029220,17,59.2353,148
Greedy DFS,276,34456,956,1000,34500,0.027746,14,68.2857,192
Greedy DFS,277,34500,943,1000,34557,0.027333,20,47.1500,158
Greedy DFS,278,34557,963,1000,34594,0.027867,19,50.6842,164
Greedy DFS,279,34594,958,1000,34636,0.027693,24,39.9167,102
Greedy DFS,280,34636,935,1000,34701,0.026995,16,58.4375,170
Greedy DFS,281,34701,917,1000,34784,0.026426,20,45.8500,150
Greedy DFS,282,34784,950,1000,34834,0.027311,18,52.7778,154
Greedy DFS,283,34834,940,1000,34894,0.026985,18,52.2222,140
Greedy DFS,284,34894,968,1000,34926,0.027741,22,44.0000,115
Greedy DFS,285,34926,960,1000,34966,0.027487,20,48.0000,138
Greedy DFS,286,34966,987,1000,34979,0.028227,14,70.5000,185
Greedy DFS,287,34979,940,1000,35039,0.026873,18,52.2222,117
Greedy DFS,288,35039,925,1000,35114,0.026399,21,44.0476,132
Greedy DFS,289,35114,979,1000,35135,0.027881,16,61.1875,198
Greedy DFS,290,35135,976,1000,35159,0.027779,17,57.4118,166
Greedy DFS,291,35159,1021,1000,35138,0.029040,20,51.0500,114
Greedy DFS,292,35138,927,1000,35211,0.026382,17,54.5294,192
Greedy DFS,293,35211,907,1000,35304,0.025759,17,53.3529,126
Greedy DFS,294,35304,963,1000,35341,0.027277,19,50.6842,162
Greedy DFS,295,35341,964,1000,35377,0.027277,16,60.2500,150
Greedy DFS,296,35377,960,1000,35417,0.027136,18,53.3333,206
Greedy DFS,297,35417,921,1000,35496,0.026004,13,70.8462,136
Greedy DFS,298,35496,959,1000,35537,0.027017,18,53.2778,146
Greedy DFS,299,35537,949,1000,35588,0.026705,18,52.7222,145
Greedy DFS,300,35588,965,1000,35623,0.027116,15,64.3333,184
Greedy DFS,301,35623,956,1000,35667,0.026837,18,53.1111,126
Greedy DFS,302,35667,910,1000,35757,0.025514,16,56.8750,122
Greedy DFS,303,35757,962,1000,35795,0.026904,19,50.6316,164
Greedy DFS,304,35795,968,1000,35827,0.027043,18,53.7778,128
Greedy DFS,305,35827,921,1000,35906,0.025707,20,46.0500,188
Greedy DFS,306,35906,934,1000,35972,0.026012,18,51.8889,140
Greedy DFS,307,35972,957,1000,36015,0.026604,16,59.8125,157
Greedy DFS,308,36015,937,1000,36078,0.026017,16,58.5625,130
Greedy DFS,309,36078,945,1000,36133,0.026193,20,47.2500,232
Greedy DFS,310,36133,930,1000,36203,0.025738,17,54.7059,135
Greedy DFS,311,36203,983,1000,36220,0.027152,22,44.6818,144
Greedy DFS,312,36220,905,1000,36315,0.024986,16,56.5625,144
Greedy DFS,313,36315,942,1000,36373,0.025940,17,55.4118,154
Greedy DFS,314,36373,907,1000,36466,0.024936,16,56.6875,150
Greedy DFS,315,36466,935,1000,36531,0.025640,16,58.4375,156
Greedy DFS,316,36531,921,1000,36610,0.025211,21,43.8571,125
Greedy DFS,317,36610,958,1000,36652,0.026168,20,47.9000,138
Greedy DFS,318,36652,1005,1000,36647,0.027420,17,59.1176,172
Greedy DFS,319,36647,927,1000,36720,0.025295,18,51.5000,152
Greedy DFS,320,36720,909,1000,36811,0.024755,17,53.4706,160
Greedy DFS,321,36811,1017,1000,36794,0.027628,16,63.5625,156
Greedy DFS,322,36794,972,1000,36822,0.026417,20,48.6000,116
Greedy DFS,323,36822,971,1000,36851,0.026370,17,57.1176,224
Greedy DFS,324,36851,972,1000,36879,0.026376,19,51.1579,114
Greedy DFS,325,36879,934,1000,36945,0.025326,19,49.1579,186
Greedy DFS,326,36945,924,1000,37021,0.025010,20,46.2000,144
Greedy DFS,327,37021,988,1000,37033,0.026688,18,54.8889,138
Greedy DFS,328,37033,978,1000,37055,0.026409,17,57.5294,128
Greedy DFS,329,37055,962,1000,37093,0.025961,14,68.7143,144
Greedy DFS,330,37093,947,1000,37146,0.025530,17,55.7059,174
Greedy DFS,331,37146,949,1000,37197,0.025548,17,55.8235,134
Greedy DFS,332,37197,1060,1000,37137,0.028497,20,53.0000,168
Greedy DFS,333,37137,1007,1000,37130,0.027116,18,55.9444,168
Greedy DFS,334,37130,987,1000,37143,0.026582,19,51.9474,96
Greedy DFS,335,37143,998,1000,37145,0.026869,17,58.7059,138
Greedy DFS,336,37145,944,1000,37201,0.025414,22,42.9091,176
Greedy DFS,337,37201,1020,1000,37181,0.027419,22,46.3636,130
Greedy DFS,338,37181,946,1000,37235,0.025443,17,55.6471,149
Greedy DFS,339,37235,1008,1000,37227,0.027071,21,48.0000,144
Greedy DFS,340,37227,922,1000,37305,0.024767,17,54.2353,140
Greedy DFS,341,37305,948,1000,37357,0.025412,18,52.6667,170
Greedy DFS,342,37357,919,1000,37438,0.024600,22,41.7727,116
Greedy DFS,343,37438,951,1000,37487,0.025402,16,59.4375,166
Greedy DFS,344,37487,929,1000,37558,0.024782,15,61.9333,182
Greedy DFS,345,37558,1009,1000,37549,0.026865,20,50.4500,158
Greedy DFS,346,37549,958,1000,37591,0.025513,22,43.5455,136
Greedy DFS,347,37591,955,1000,37636,0.025405,19,50.2632,186
Greedy DFS,348,37636,988,1000,37648,0.026251,20,49.4000,158
Greedy DFS,349,37648,951,1000,37697,0.025260,16,59.4375,160
Greedy DFS,350,37697,943,1000,37754,0.025015,19,49.6316,122
Greedy DFS,351,37754,942,1000,37812,0.024951,18,52.3333,161
Greedy DFS,352,37812,943,1000,37869,0.024939,16,58.9375,161
Greedy DFS,353,37869,911,1000,37958,0.024057,17,53.5882,140
Greedy DFS,354,37958,988,1000,37970,0.026029,14,70.5714,126
Greedy DFS,355,37970,923,1000,38047,0.024309,17,54.2941,162
Greedy DFS,356,38047,923,1000,38124,0.024259,17,54.2941,132
Greedy DFS,357,38124,977,1000,38147,0.025627,16,61.0625,148
Greedy DFS,358,38147,977,1000,38170,0.025611,19,51.4211,124
Greedy DFS,359,38170,942,1000,38228,0.024679,16,58.8750,186
Greedy DFS,360,38228,997,1000,38231,0.026080,13,76.6923,205
Exact Cardinality,1,30000,25846,1000,5154,0.861533,13242,2.1240,6
Exact Cardinality,2,5154,890,1000,5264,0.172681,468,2.2479,6
Exact Cardinality,3,5264,842,1000,5422,0.159954,442,2.1991,4
Exact Cardinality,4,5422,881,1000,5541,0.162486,456,2.2259,6
Exact Cardinality,5,5541,887,1000,5654,0.160079,466,2.2425,5
Exact Cardinality,6,5654,896,1000,5758,0.158472,473,2.2537,5
Exact Cardinality,7,5758,899,1000,5859,0.156131,472,2.3242,6
Exact Cardinality,8,5859,902,1000,5957,0.153951,483,2.3644,6
Exact Cardinality,9,5957,862,1000,6095,0.144704,457,2.2845,6
Exact Cardinality,10,6095,864,1000,6231,0.141756,439,2.2597,7
Exact Cardinality,11,6231,908,1000,6323,0.145723,478,2.2762,7
Exact Cardinality,12,6323,885,1000,6438,0.139965,470,2.2617,5
Exact Cardinality,13,6438,907,1000,6531,0.140882,467,2.1606,5
Exact Cardinality,14,6531,876,1000,6655,0.134130,473,2.2622,5
Exact Cardinality,15,6655,899,1000,6756,0.135086,495,2.2404,5
Exact Cardinality,16,6756,918,1000,6838,0.135879,485,2.2474,5
Exact Cardinality,17,6838,885,1000,6953,0.129424,472,2.2140,5
Exact Cardinality,18,6953,890,1000,7063,0.128002,492,2.2520,6
Exact Cardinality,19,7063,907,1000,7156,0.128416,475,2.2168,6
Exact Cardinality,20,7156,844,1000,7312,0.117943,453,2.1987,5
Exact Cardinality,21,7312,894,1000,7418,0.122265,467,2.1884,5
Exact Cardinality,22,7418,897,1000,7521,0.120922,476,2.2542,5
Exact Cardinality,23,7521,916,1000,7605,0.121792,478,2.2218,6
Exact Cardinality,24,7605,925,1000,7680,0.121631,462,2.2879,6
Exact Cardinality,25,7680,903,1000,7777,0.117578,482,2.2593,5
Exact Cardinality,26,7777,877,1000,7900,0.112768,440,2.2432,5
Exact Cardinality,27,7900,920,1000,7980,0.116456,474,2.2194,6
Exact Cardinality,28,7980,884,1000,8096,0.110777,460,2.1913,4
Exact Cardinality,29,8096,910,1000,8186,0.112401,477,2.1761,5
Exact Cardinality,30,8186,882,1000,8304,0.107745,455,2.2549,6
Exact Cardinality,31,8304,884,1000,8420,0.106455,463,2.2592,5
Exact Cardinality,32,8420,863,1000,8557,0.102494,454,2.2137,5
Exact Cardinality,33,8557,854,1000,8703,0.099801,449,2.2316,4
Exact Cardinality,34,8703,863,1000,8840,0.099161,456,2.2083,6
Exact Cardinality,35,8840,880,1000,8960,0.099548,470,2.2213,4
Exact Cardinality,36,8960,900,1000,9060,0.100446,465,2.2151,5
Exact Cardinality,37,9060,882,1000,9178,0.097351,454,2.1762,4
Exact Cardinality,38,9178,894,1000,9284,0.097407,466,2.3047,6
Exact Cardinality,39,9284,899,1000,9385,0.096833,474,2.2300,6
Exact Cardinality,40,9385,847,1000,9538,0.090250,440,2.2159,4
Exact Cardinality,41,9538,899,1000,9639,0.094255,478,2.2113,5
Exact Cardinality,42,9639,871,1000,9768,0.090362,450,2.1667,4
Exact Cardinality,43,9768,894,1000,9874,0.091523,471,2.2420,4
Exact Cardinality,44,9874,883,1000,9991,0.089427,450,2.2200,6
Exact Cardinality,45,9991,857,1000,10134,0.085777,455,2.2615,5
Exact Cardinality,46,10134,903,1000,10231,0.089106,467,2.1777,6
Exact Cardinality,47,10231,899,1000,10332,0.087870,484,2.2045,5
Exact Cardinality,48,10332,857,1000,10475,0.082946,449,2.2339,4
Exact Cardinality,49,10475,870,1000,10605,0.083055,446,2.1883,5
Exact Cardinality,50,10605,878,1000,10727,0.082791,451,2.2262,5
Exact Cardinality,51,10727,887,1000,10840,0.082689,479,2.2025,4
Exact Cardinality,52,10840,920,1000,10920,0.084871,492,2.2967,5
Exact Cardinality,53,10920,884,1000,11036,0.080952,454,2.2203,5
Exact Cardinality,54,11036,900,1000,11136,0.081551,466,2.2275,6
Exact Cardinality,55,11136,896,1000,11240,0.080460,503,2.2545,4
Exact Cardinality,56,11240,886,1000,11354,0.078826,473,2.2326,4
Exact Cardinality,57,11354,892,1000,11462,0.078563,490,2.2408,4
Exact Cardinality,58,11462,887,1000,11575,0.077386,479,2.2317,5
Exact Cardinality,59,11575,885,1000,11690,0.076458,433,2.2286,7
Exact Cardinality,60,11690,888,1000,11802,0.075962,441,2.2540,5
Exact Cardinality,61,11802,899,1000,11903,0.076174,464,2.2909,6
Exact Cardinality,62,11903,890,1000,12013,0.074771,471,2.2208,5
Exact Cardinality,63,12013,886,1000,12127,0.073753,466,2.2747,6
Exact Cardinality,64,12127,881,1000,12246,0.072648,441,2.1746,4
Exact Cardinality,65,12246,896,1000,12350,0.073167,475,2.1768,5
Exact Cardinality,66,12350,877,1000,12473,0.071012,471,2.2187,5
Exact Cardinality,67,12473,921,1000,12552,0.073839,477,2.2495,6
Exact Cardinality,68,12552,884,1000,12668,0.070427,465,2.2323,5
Exact Cardinality,69,12668,899,1000,12769,0.070966,483,2.2091,5
Exact Cardinality,70,12769,903,1000,12866,0.070718,479,2.1816,5
Exact Cardinality,71,12866,897,1000,12969,0.069719,464,2.1703,6
Exact Cardinality,72,12969,891,1000,13078,0.068702,442,2.2421,5
Exact Cardinality,73,13078,853,1000,13225,0.065224,437,2.2494,5
Exact Cardinality,74,13225,877,1000,13348,0.066314,450,2.2200,8
Exact Cardinality,75,13348,875,1000,13473,0.065553,440,2.2977,5
Exact Cardinality,76,13473,857,1000,13616,0.063609,453,2.2185,5
Exact Cardinality,77,13616,884,1000,13732,0.064924,469,2.2473,5
Exact Cardinality,78,13732,910,1000,13822,0.066269,478,2.2301,7
Exact Cardinality,79,13822,908,1000,13914,0.065692,477,2.2432,4
Exact Cardinality,80,13914,940,1000,13974,0.067558,498,2.1526,4
Exact Cardinality,81,13974,895,1000,14079,0.064048,459,2.2113,6
Exact Cardinality,82,14079,920,1000,14159,0.065346,485,2.2557,5
Exact Cardinality,83,14159,884,1000,14275,0.062434,456,2.2018,5
Exact Cardinality,84,14275,903,1000,14372,0.063257,478,2.1862,4
Exact Cardinality,85,14372,872,1000,14500,0.060674,444,2.2162,5
Exact Cardinality,86,14500,877,1000,14623,0.060483,460,2.2717,5
Exact Cardinality,87,14623,932,1000,14691,0.063735,489,2.1963,5
Exact Cardinality,88,14691,874,1000,14817,0.059492,457,2.2495,4
Exact Cardinality,89,14817,921,1000,14896,0.062158,474,2.2300,7
Exact Cardinality,90,14896,909,1000,14987,0.061023,477,2.2327,4
Exact Cardinality,91,14987,910,1000,15077,0.060719,467,2.1842,5
Exact Cardinality,92,15077,888,1000,15189,0.058898,470,2.1447,5
Exact Cardinality,93,15189,904,1000,15285,0.059517,478,2.1423,5
Exact Cardinality,94,15285,888,1000,15397,0.058096,470,2.2851,4
Exact Cardinality,95,15397,900,1000,15497,0.058453,491,2.2200,5
Exact Cardinality,96,15497,919,1000,15578,0.059302,495,2.1879,4
Exact Cardinality,97,15578,894,1000,15684,0.057389,469,2.3326,5
